acc_mean_x_right,acc_mean_y_right,acc_mean_z_right,acc_mean_xyz_right,acc_mean_xy_right,acc_mean_yz_right,acc_mean_zx_right,acc_mean_pitch_right,acc_mean_roll_right,acc_std_x_right,acc_std_y_right,acc_std_z_right,acc_std_xyz_right,acc_std_xy_right,acc_std_yz_right,acc_std_zx_right,acc_std_pitch_right,acc_std_roll_right,acc_auc_x_right,acc_auc_y_right,acc_auc_z_right,acc_auc_xyz_right,acc_auc_xy_right,acc_auc_yz_right,acc_auc_zx_right,acc_auc_pitch_right,acc_auc_roll_right,acc_max_x_right,acc_max_y_right,acc_max_z_right,acc_max_xyz_right,acc_max_xy_right,acc_max_yz_right,acc_max_zx_right,acc_max_pitch_right,acc_max_roll_right,acc_peak_x_right,acc_peak_y_right,acc_peak_z_right,acc_peak_xyz_right,acc_peak_xy_right,acc_peak_yz_right,acc_peak_zx_right,gyro_mean_x_right,gyro_mean_y_right,gyro_mean_z_right,gyro_mean_xyz_right,gyro_mean_xy_right,gyro_mean_yz_right,gyro_mean_zx_right,gyro_std_x_right,gyro_std_y_right,gyro_std_z_right,gyro_std_xyz_right,gyro_std_xy_right,gyro_std_yz_right,gyro_std_zx_right,gyro_auc_x_right,gyro_auc_y_right,gyro_auc_z_right,gyro_auc_xyz_right,gyro_auc_xy_right,gyro_auc_yz_right,gyro_auc_zx_right,gyro_max_x_right,gyro_max_y_right,gyro_max_z_right,gyro_max_xyz_right,gyro_max_xy_right,gyro_max_yz_right,gyro_max_zx_right,gyro_peak_x_right,gyro_peak_y_right,gyro_peak_z_right,gyro_peak_xyz_right,gyro_peak_xy_right,gyro_peak_yz_right,gyro_peak_zx_right,acc_mean_x_left,acc_mean_y_left,acc_mean_z_left,acc_mean_xyz_left,acc_mean_xy_left,acc_mean_yz_left,acc_mean_zx_left,acc_mean_pitch_left,acc_mean_roll_left,acc_std_x_left,acc_std_y_left,acc_std_z_left,acc_std_xyz_left,acc_std_xy_left,acc_std_yz_left,acc_std_zx_left,acc_std_pitch_left,acc_std_roll_left,acc_auc_x_left,acc_auc_y_left,acc_auc_z_left,acc_auc_xyz_left,acc_auc_xy_left,acc_auc_yz_left,acc_auc_zx_left,acc_auc_pitch_left,acc_auc_roll_left,acc_max_x_left,acc_max_y_left,acc_max_z_left,acc_max_xyz_left,acc_max_xy_left,acc_max_yz_left,acc_max_zx_left,acc_max_pitch_left,acc_max_roll_left,acc_peak_x_left,acc_peak_y_left,acc_peak_z_left,acc_peak_xyz_left,acc_peak_xy_left,acc_peak_yz_left,acc_peak_zx_left,gyro_mean_x_left,gyro_mean_y_left,gyro_mean_z_left,gyro_mean_xyz_left,gyro_mean_xy_left,gyro_mean_yz_left,gyro_mean_zx_left,gyro_std_x_left,gyro_std_y_left,gyro_std_z_left,gyro_std_xyz_left,gyro_std_xy_left,gyro_std_yz_left,gyro_std_zx_left,gyro_auc_x_left,gyro_auc_y_left,gyro_auc_z_left,gyro_auc_xyz_left,gyro_auc_xy_left,gyro_auc_yz_left,gyro_auc_zx_left,gyro_max_x_left,gyro_max_y_left,gyro_max_z_left,gyro_max_xyz_left,gyro_max_xy_left,gyro_max_yz_left,gyro_max_zx_left,gyro_peak_x_left,gyro_peak_y_left,gyro_peak_z_left,gyro_peak_xyz_left,gyro_peak_xy_left,gyro_peak_yz_left,gyro_peak_zx_left,class
0.64844,0.43673,0.3922,1.0613,0.84346,0.69327,0.95839,61.792,43.735,0.40681,0.14937,0.4819,0.21909,0.29093,0.33833,0.20829,10.573,24.14,22.008,15.057,13.345,36.161,28.783,23.688,32.587,2088.6,1498,1.5713,0.66455,1.1333,1.7339,1.706,1.2407,1.6014,80.585,88.544,8,8,7,9,8,5,9,20.081,-37.076,31.256,149.22,142.13,133.86,69.4,68.844,149.46,33.974,89.284,89.154,85.601,48.222,616.82,-1048.9,853.06,3938.5,3748.7,3563.4,1797.1,161.31,163.16,108.03,349.91,345.27,343.25,176.43,5,5,5,6,6,7,4,0.88694,-0.30486,-0.27664,1.0373,0.96153,0.4992,0.96887,69.647,-13.18,0.25786,0.16455,0.28338,0.22647,0.21814,0.16073,0.26373,14.073,20.315,39.226,-13.275,-12.274,45.786,42.448,21.917,42.826,3075.4,-563.87,1.2349,0.065674,0.2063,1.4256,1.2634,0.95568,1.4224,89.962,39.154,11,10,11,11,11,11,11,0.42886,53.848,-12.5,167.1,161.78,150.35,66.504,76.714,195.48,47.557,143.64,141.5,142.31,61.101,89.04,1456,-384.44,4832.6,4673.9,4349.6,1917,224.3,499.5,120.34,502.35,500.44,501.41,243.17,7,7,5,9,8,8,8,2
0.81334,0.50773,0.24037,1.2496,1.0746,0.809,1.1125,60.809,42.31,0.49008,0.30096,0.58375,0.25581,0.29433,0.28264,0.20829,24.876,19.228,22.231,13.597,6.339,33.848,29.186,21.789,30.192,1651.6,1127,1.3662,1.147,0.93726,1.9387,1.7838,1.3755,1.563,89.175,88.18,6,7,5,6,7,7,6,30.019,-41.333,-24.575,134.79,114.33,99.241,97.071,85.548,102.73,67.61,81.294,82.432,84.531,59.213,569.79,-739.97,-433.22,2346.9,1995.9,1732.7,1674.2,209.68,96.159,55.869,381.03,360.08,375.15,215.1,3,4,3,4,4,4,3,0.32259,-0.33114,0.72984,1.0748,0.72504,0.94171,0.88703,49.237,-18.7,0.38459,0.51507,0.30092,0.2865,0.30248,0.32205,0.28928,22.444,54.105,10.433,-10.444,23.618,34.738,23.391,30.388,28.737,1599.5,-544.78,1.0979,0.80859,1.8035,1.8461,1.2648,1.846,1.8036,89.921,86.873,9,7,8,9,7,7,7,-1.6669,-57.473,-9.7027,62.503,60.858,60.603,16.025,11.362,57.964,8.7118,55.06,55.41,56.088,6.0597,-44.466,-1103.7,-198.7,1200.5,1170.1,1163.8,302.64,20.213,8.6738,17.805,250.75,250.58,250.63,26.937,3,4,5,3,4,3,5,2
-0.12957,-0.54464,0.81511,0.99042,0.56094,0.98103,0.82652,23.004,-74.294,0.040638,0.034285,0.044599,0.039985,0.039271,0.04154,0.04027,6.154,4.7973,-3.6034,-15.24,22.829,27.727,15.69,27.468,23.143,646.26,-2083,-0.056396,-0.48755,0.89648,1.0727,0.64576,1.0644,0.90641,32.979,-64.88,5,6,4,5,6,5,4,-5.355,0.61339,10.09,14.364,8.1491,12.586,13.318,7.5221,5.494,14.176,14.439,6.8951,13.118,14.432,-99.207,7.8125,184.34,268.94,154.46,236.08,247.41,3.3841,15.229,54.558,62.519,30.529,55.317,61.848,3,5,3,4,4,4,4,0.55142,-0.23733,0.71942,1.0774,0.76875,0.80418,1.0122,57.404,11.77,0.49006,0.30987,0.34632,0.38409,0.2909,0.36949,0.3725,43.395,19.116,6.0265,-2.6725,7.94,11.98,8.6087,8.9298,11.216,612.83,130.11,1.437,0.526,1.696,1.9079,1.5094,1.8834,1.7232,79.26,66.561,2,3,2,3,3,2,3,-0.66396,29.013,-9.4942,104.13,96.032,93.915,53.164,52.925,115.23,42.135,86.962,85.887,82.834,41.658,-48.11,937.77,-312.56,2643.5,2435,2370.9,1370.6,133.35,324.27,109.15,345.99,345.95,324.31,133.61,3,5,5,5,5,5,6,2
-0.99001,0.2394,-0.062292,1.0267,1.0213,0.25627,0.99571,-76.358,14.141,0.016763,0.075017,0.086687,0.01687,0.011386,0.092454,0.012945,4.3658,4.9618,-38.597,9.3806,-2.4897,40.045,39.83,10.049,38.824,-2975.4,554.49,-0.94873,0.3855,0.078613,1.0767,1.0456,0.46336,1.0183,-67.838,24.831,13,5,4,10,10,5,12,2.5231,1.7101,-2.2725,24.477,19.955,22.49,12.169,7.0195,25.576,11.458,15.084,17.307,16.388,6.2245,62.363,33.902,-76.707,633.62,517.83,587.48,304.51,20.854,55,24.695,56.584,55.207,56.382,26.399,4,4,2,5,6,4,4,-0.68993,-0.29907,0.61557,0.9723,0.75214,0.68464,0.92502,-62.551,-3.1165,0.019422,0.015287,0.021876,0.007532,0.018072,0.018441,0.0098545,1.8381,2.0474,-13.773,-5.9861,12.335,19.443,15.021,13.715,18.496,-1249.2,-62.092,-0.63452,-0.26978,0.66431,0.98687,0.79131,0.73269,0.94515,-58.181,0.9251,5,4,4,6,4,5,5,-4.919,-2.1761,2.0989,6.5863,6.0609,3.4479,6.0235,4.691,1.8373,1.6111,4.1551,4.1302,1.7438,4.0508,-80.297,-34.101,33.201,103.23,94.882,53.751,94.719,1.875,0.88415,4.8628,12.619,11.99,6.5616,11.87,0,4,3,1,1,4,1,0
-0.7357,-0.48267,0.55007,1.3321,1.1284,0.98422,0.99375,-43.558,-0.19432,0.46978,0.8418,0.40772,0.61072,0.64219,0.65288,0.48792,39.165,45.541,-20.923,-13.504,15.375,37.563,31.827,27.627,28.077,-1233.8,20.505,0.09668,0.40942,1.4412,2.7709,2.6661,2.6008,2.34,39.855,51.824,6,3,6,7,8,5,6,-17.546,48.158,-1.4121,130.64,111.39,116.84,79.14,48.687,110.76,71.076,67.556,66.278,73.822,34.431,-392.77,1009.1,2.2409,2783.5,2370.6,2501.5,1670.8,73.43,245.44,147.29,252.48,246.9,251.05,158.74,4,6,3,6,5,5,4,0.2025,-0.10217,0.97325,1.0032,0.23408,0.97908,0.99749,70.076,14.568,0.092131,0.033661,0.031609,0.046647,0.077253,0.033108,0.04581,8.0774,30.236,2.341,-1.138,10.75,11.101,2.6819,10.816,11.037,778.51,183.04,0.353,-0.057,1.03,1.0967,0.37652,1.0383,1.0888,78.749,35.636,4,2,4,4,4,4,4,-1.0072,-8.435,-0.20548,23.911,22.607,21.936,8.5053,6.7848,28.332,6.7479,19.377,19.823,20.554,4.1884,-28.292,-227.1,-4.8775,643.68,609.03,590.69,227.95,12.317,31.098,13.293,70.732,70.489,70.731,15.836,6,4,5,7,7,7,5,0
-0.55052,-0.49824,0.71619,1.1698,0.83288,0.94186,0.99629,-29.259,-14.182,0.39526,0.3714,0.32155,0.28785,0.38325,0.33325,0.27741,40.359,32.559,-15.924,-14.648,20.599,33.885,24.323,27.281,28.729,-840.98,-442.54,0.66479,-0.054688,1.3,1.731,1.7173,1.6015,1.421,50.013,49.465,9,7,9,6,8,9,8,-8.4895,-31.836,1.2424,51.45,48.336,43.292,23.401,25.898,41.948,15.238,32.067,33.467,33.043,20.158,-155.99,-685.75,32.165,1078.4,1010.6,922.37,481.01,14.253,23.049,37.18,114.72,111.75,114.47,73.102,5,6,6,7,6,7,5,0.57025,-0.44192,0.70267,1.3434,1.0863,0.93097,1.1935,58.247,7.2614,0.73858,0.62674,0.55986,0.62399,0.4677,0.71584,0.44539,38.723,30.663,6.3305,-4.8565,7.501,14.936,12.352,10.11,13.244,636.56,83.391,1.571,0.41,2.186,3.1273,2.2364,3.0549,2.2861,84.36,57.813,2,3,2,3,3,2,3,-6.8699,1.8812,-9.2321,184.92,157.32,166.71,110.28,87.345,173.11,110.11,119.79,109.31,115.43,85.207,-182.07,58.323,-230,4961.3,4223.2,4480.2,2946.9,180.12,386.89,163.72,395.67,393.71,388.88,295.81,4,4,4,5,5,6,4,2
-0.85931,-0.32104,-0.38816,1.0118,0.92661,0.53207,0.94877,-68.927,-11.075,0.084416,0.14196,0.12932,0.10638,0.097991,0.08104,0.11143,8.6069,13.955,-26.652,-9.9392,-12.075,31.397,28.74,16.53,29.44,-2137.9,-339.98,-0.70898,0.027832,-0.20728,1.3337,1.1366,0.72584,1.3186,-59.284,19.106,8,7,10,10,9,9,10,-13.397,-14.28,-12.518,57.119,49.701,33.898,50.454,50.85,18.952,32.951,34.495,27.703,24.945,36.96,-362.11,-341.95,-306.52,1328,1151.6,799.68,1168.6,57.332,16.646,36.479,119,99.741,85.256,118.66,2,6,2,4,3,5,4,-0.94267,-0.047167,-0.34675,1.0061,0.94389,0.35,1.0049,-87.113,4.0617,0.010966,0.0093598,0.031206,0.0041063,0.010659,0.031885,0.0038747,0.60015,0.83049,-10.367,-0.517,-3.8215,11.066,10.38,3.857,11.054,-958.35,45.017,-0.928,-0.034,-0.297,1.0148,0.96301,0.38836,1.0134,-86.394,5.014,3,2,0,3,3,1,3,1.3389,4.2073,-0.536,6.8899,6.6639,6.2174,2.6583,2.1258,6.2163,1.3726,4.0191,4.1431,4.3544,1.0954,29.695,101.74,-12.376,160.97,155.93,145.67,60.725,4.573,15.854,1.585,15.859,15.858,15.855,4.5832,6,9,4,8,8,8,5,5
-0.18684,0.37851,0.89272,1.0414,0.52069,0.97616,0.96434,4.9757,62.815,0.31879,0.096235,0.13666,0.12821,0.12186,0.12183,0.13761,32.857,5.9643,-5.6786,11.235,26.817,31.264,15.596,29.261,29.015,133.99,1872,0.71436,0.62256,1.1865,1.3876,0.8143,1.3197,1.3082,76.389,85.538,7,6,6,6,6,6,6,-2.7611,26.256,-2.7496,49.477,47.774,48.886,9.8308,7.0284,73.574,10.567,61.278,61.712,61.305,8.7208,-65.579,645.9,-56.608,1164.2,1129.8,1150,220.81,15.396,244.51,14.482,244.62,244.56,244.57,29.811,5,4,5,6,6,6,6,0.047991,-0.69785,0.5216,1.0535,0.86571,0.92285,0.7373,17.49,-51.103,0.5134,0.23752,0.25728,0.15754,0.22407,0.16303,0.22484,35.098,27.79,1.4219,-19.056,13.986,28.501,23.458,25.053,19.774,483.51,-1409,0.90356,-0.31421,0.84155,1.3584,1.2892,1.228,1.1537,69.967,2.1533,6,3,6,7,6,6,6,0.89401,0.73888,-19.304,215.14,205.4,204.61,73.465,66.276,246.91,47.234,137.12,143.28,138.23,35.86,-4.1844,-41.25,-372.71,3561.6,3417.7,3394.9,1177.9,100.73,299.8,93.552,511.8,508.5,502.85,131.2,4,2,4,3,3,3,5,2
-0.67087,0.2854,0.49968,1.2236,0.86487,0.88108,1.1119,-21.323,44.472,0.51181,0.43882,0.73594,0.51113,0.48201,0.52658,0.50293,50.946,30.202,-25.402,10.934,19.21,46.516,32.855,33.636,42.198,-795.25,1695.7,0.099365,0.99512,2.2607,2.6849,1.88,2.3635,2.5948,75.062,81.109,6,7,7,7,6,6,7,47.764,-71.697,-11.879,135.24,121.55,109.97,83.997,68.936,89.17,54.869,67.645,71.198,62.359,54.33,1299.9,-1954.1,-288.39,3542.1,3187,2861.5,2217.9,183.25,111.34,62.363,262.78,256.92,222.22,191.38,6,5,4,5,6,5,4,-0.828,-0.50957,0.24098,1.1787,1.0269,0.78119,1.0138,-46.127,-19.742,0.28558,0.34205,0.64805,0.46446,0.29075,0.48137,0.45291,36.24,31.241,-19.1,-11.679,5.6201,27.307,23.689,18.161,23.523,-1054.8,-438.69,-0.4104,0.5752,1.7625,2.243,1.9439,2.204,2.2417,71.052,75.271,6,5,6,8,8,5,6,6.914,1.4456,-8.7517,26.027,21.727,22.884,15.7,10.03,30.656,10.172,23.675,24.359,23.918,8.6489,109.25,-26.806,-147.05,402.57,327.9,349.52,263.88,21.692,110.26,8.5061,111.69,111.44,110.51,41.083,3,2,2,4,4,4,3,3
-0.75661,-0.43086,0.21417,1.0135,0.89943,0.5966,0.89904,-50.822,-25.013,0.35278,0.17749,0.37366,0.25196,0.321,0.20428,0.25793,27.439,17.407,-19.147,-10.591,5.1825,25.065,22.492,14.489,22.296,-1327.1,-617.32,0.12354,-0.1731,0.98218,1.5854,1.5739,1.0665,1.2768,58.625,27.769,7,4,6,6,7,6,6,-6.3754,-105.37,22.394,128.73,120.21,116.48,58.486,49.364,57.592,40.361,47.144,47.85,53.753,32.407,-143.71,-2218.3,512.35,2698.4,2529.1,2442.2,1198.5,96.372,-2.1189,88.338,239.42,237.26,239.06,108.29,5,7,4,6,7,6,4,0.45725,-0.42342,0.92758,1.1999,0.70672,1.0404,1.1009,62.996,-18.687,0.3986,0.29203,0.28766,0.34446,0.35067,0.34853,0.29363,16.655,39.232,4.919,-4.198,9.7525,12.621,7.4065,10.836,11.673,687.61,-212.45,1.255,0.015,1.534,1.8292,1.3602,1.7097,1.6147,88.63,37.139,3,3,3,3,3,2,3,-14.533,-8.4892,10.172,167.89,110.62,155.03,122.69,65.051,128.14,141.24,108.31,90.769,107.67,94.213,-435.98,-215.24,245.06,4468.2,2930.7,4141.6,3257.2,174.57,152.19,375.31,396,369.1,395.76,376.13,5,6,4,6,7,6,7,2
0.91787,0.33819,0.26228,1.0639,1.0091,0.47803,0.98028,69.534,24.607,0.28078,0.26102,0.1801,0.26355,0.28871,0.23164,0.24472,12.457,16.565,26.669,9.7296,7.5765,30.899,29.312,13.807,28.481,2020.9,706.71,1.6973,0.8772,0.67969,1.9113,1.9105,0.87884,1.6981,89.962,65.806,8,4,6,9,9,4,7,9.1401,-18.544,5.0312,65.319,61.885,58.55,30.09,33.159,78.737,17.422,60.059,61.113,57.433,23.845,202.64,-431.77,111.43,1382.9,1308.1,1234.7,651.41,77.668,133.2,36.082,266.51,265.25,265.85,80.022,5,6,4,4,4,5,6,0.37021,-0.58778,0.63912,1.0568,0.75568,0.9592,0.7898,49.834,-40.625,0.23487,0.41976,0.30856,0.30381,0.37359,0.31487,0.26311,19.888,38.508,10.207,-15.406,17.252,28.279,20.088,25.556,21.451,1364.1,-1062,0.88623,0.12305,1.196,2.0018,1.7087,1.8032,1.3575,88.265,41.729,7,4,6,5,6,5,7,-5.1476,10.976,-1.2427,56.749,46.914,46.788,42.472,29.177,39.384,35.221,21.047,16.214,25.266,15.557,-141.98,265.66,-65.663,1357.3,1134.6,1112.2,1011.4,39.101,73.75,77.409,92.082,75.26,92.055,77.559,5,5,4,6,5,5,5,4
-0.22302,0.41408,0.879,1.0028,0.47637,0.97697,0.90731,10.463,69.021,0.038403,0.095466,0.041787,0.010669,0.068353,0.011934,0.048596,8.204,4.7425,-6.6926,12.41,26.391,30.099,14.281,29.323,27.241,314.75,2070.3,-0.146,0.56152,0.93994,1.0243,0.58935,1.0029,0.97762,23.614,76.445,7,8,7,9,9,8,8,-15.955,4.1318,-4.6494,22.383,19.441,12.694,20.731,16.674,10.108,10.634,16.601,16.395,9.3259,15.171,-340.96,96.494,-83.3,469.26,414.92,259.06,433.97,4.8476,25.335,7.6982,53.964,53.796,33.89,48.419,2,2,2,3,2,3,3,0.011396,-0.39505,0.90834,0.99096,0.39596,0.9906,0.90874,40.449,-86.832,0.024743,0.010865,0.0058622,0.0034243,0.010601,0.0031953,0.006121,2.2323,3.0294,0.34045,-10.654,24.53,26.755,10.679,26.746,24.541,1095.2,-2344.4,0.060547,-0.37769,0.91919,0.9977,0.41612,0.99635,0.92021,44.632,-80.047,9,7,7,9,6,10,7,0.76758,0.73709,-2.439,23.689,11.706,23.194,20.123,2.6526,15.1,26.365,18.478,9.5202,18.932,16.699,14.123,-14.718,-11.418,350.32,171.71,341.93,298.78,5.4421,35.213,20.701,81.394,35.304,81.354,73.382,3,1,2,1,3,1,2,0
-0.14811,0.40456,0.88601,1.0243,0.47691,0.98174,0.93571,15.814,72.628,0.24459,0.12618,0.17676,0.16175,0.18085,0.17781,0.1432,33.719,14.07,-4.7817,14.121,31.186,35.72,16.414,34.467,32.62,579.66,2560.3,0.21289,0.68433,1.4016,1.5465,1.0929,1.5465,1.4016,63.167,89.98,6,6,8,9,5,8,8,8.8872,23.746,5.0184,81.256,68.306,67.507,55.706,38.638,67.581,46.446,44.998,43.153,50.83,22.82,235.97,546.45,126.64,1871.4,1562.8,1545,1307.5,75.213,207.8,78.384,221.96,207.94,221.83,83.144,4,5,2,5,6,5,3,0.095459,-0.2603,0.95474,1.0022,0.29124,0.99736,0.95977,54.887,-48.05,0.027511,0.12131,0.046101,0.031404,0.085083,0.029232,0.048451,12.532,43.543,2.6432,-7.3282,26.666,27.997,8.1577,27.865,26.802,1531.1,-1374.5,0.18848,0.01123,1.1187,1.1366,0.39885,1.1209,1.1344,88.36,50.036,9,5,9,9,6,9,9,8.4096,-6.6878,1.6768,32.419,26.128,29.688,21.721,13.119,34.03,21.213,28.151,27.01,26.928,14.157,157.35,-159.55,54.787,536.18,430.21,487.66,365.47,35.366,69.726,40.808,85.587,81.984,79.541,49.192,2,3,2,3,3,3,3,0
-1.0382,-0.18832,0.17408,1.4089,1.224,0.81791,1.2578,-58.223,15.214,0.53284,0.65486,0.73768,0.61988,0.55992,0.58946,0.58015,37.216,31.462,-27.435,-3.8708,4.0656,36.748,31.695,21.149,33.348,-1597.5,446.02,-0.24951,0.97949,2.4429,2.7253,2.5871,2.5863,2.705,79.982,69.714,7,4,7,6,6,9,8,50.306,-3.0183,14.844,271,257.22,220.77,149.93,132.91,259.94,77.405,130.42,135.75,150.41,54.246,963.7,-169.05,275.53,5508.8,5239.5,4502.9,3000.2,248.84,325.41,125.63,513.9,513.33,506.09,251.3,3,4,3,5,5,5,4,0.95833,-0.10208,0.19325,1.1496,1.0575,0.57054,1.0636,69.538,3.2081,0.26775,0.42433,0.41007,0.17915,0.21215,0.21264,0.22003,12.048,29.008,10.43,-1.188,2.1665,12.584,11.581,6.2926,11.586,758.5,26.512,1.495,0.543,0.835,1.5689,1.5576,0.99603,1.5068,83.511,61.171,3,3,2,4,3,3,3,4.441,-63.45,-26.052,153.79,128.11,109.65,130.46,111,65.515,87.793,67.613,60.892,66.046,54.737,131.71,-1481.8,-630.94,3595.1,2985.3,2568.4,3052.9,149.82,15.671,151.28,265.35,225.45,226.5,227.94,2,5,2,3,4,3,3,4
-0.65282,-0.79112,0.37681,1.2398,1.1315,0.94191,0.84923,-33.409,-40.448,0.40213,0.43356,0.33234,0.32296,0.33629,0.41793,0.33685,33.33,29.39,-17.527,-21.406,10.354,33.555,30.537,25.601,22.993,-893.45,-1086.8,0.18457,-0.26294,1.272,2.3142,2.3062,2.3125,1.383,54.243,35.463,4,4,6,7,7,6,7,-7.0984,44.877,1.2348,127.49,113.65,113.64,77.531,61.101,106.47,62.852,64.693,61.019,62.382,38.126,-149.02,935.85,7.0579,2776.6,2464.3,2472.2,1715.9,103.48,229.15,117.53,240.83,240.81,229.17,156.59,3,3,3,3,3,3,4,-0.74867,0.62825,0.21942,1.2208,1.0657,0.85068,0.99482,-35.383,46.68,0.35274,0.31208,0.61479,0.26177,0.15813,0.41111,0.2945,46.233,22.942,-7.8295,7.037,2.78,13.23,11.492,9.3901,10.651,-359.93,522.12,-0.203,0.999,1.345,1.6853,1.3392,1.673,1.4231,58.075,81.524,3,2,3,2,3,2,1,37.627,33.57,-14.017,212.05,196.75,195.15,88.233,76.159,252.94,63.649,172.54,178.99,172.25,58.397,870.43,696.86,-302.47,4930.9,4599.3,4528.8,2024.2,212.99,651.83,115.73,653.13,653.06,651.9,223.26,4,3,3,4,4,5,3,2
-0.91578,-0.42195,0.22464,1.1136,1.0251,0.56667,1.0205,-58.182,-18.793,0.38804,0.11983,0.37078,0.35195,0.36015,0.23716,0.36182,17.588,10.033,-28.796,-13.181,7.0067,34.997,32.198,17.749,32.109,-1804.9,-570.86,-0.40308,-0.18359,0.95825,2.2133,2.1188,1.1189,2.146,-5.8503,8.2426,5,7,7,5,7,7,5,14.19,1.9552,19.758,141.84,115.62,100.29,124.65,104.92,68.695,84.842,48.14,42.804,41.425,49.296,270.89,55.457,293.19,2561.5,2108,1821.1,2236.8,188.13,118.2,156.88,259.9,200.59,179.32,250.4,2,5,2,3,5,4,4,0.81058,-0.2495,0.52958,1.0451,0.86788,0.59204,1.003,74.888,-0.50107,0.26735,0.16645,0.23953,0.23596,0.24936,0.27672,0.23283,9.4406,8.6606,9.0375,-2.6145,5.675,11.501,9.6273,6.3252,11.067,832.31,-1.0368,1.569,0.015,0.888,1.5757,1.5703,0.99015,1.5744,88.796,18.451,5,3,4,4,5,4,4,-7.6965,7.5655,-5.7611,57.776,47.959,47.118,41.803,36.016,40.432,34.844,28.898,25.775,25.245,28.152,-225.27,191.31,-161.28,1518.9,1267.3,1235.3,1094.5,66.524,80.549,89.939,137.49,105.17,120.33,111.87,6,6,4,7,9,7,7,2
0.77773,0.46537,0.46862,1.0204,0.90639,0.66048,0.90804,62.125,39.287,0.012798,0.0078946,0.0081386,0.011529,0.011044,0.0085472,0.012719,0.55042,0.56865,21.77,13.036,13.13,28.572,25.376,18.503,25.424,1739.1,1100.7,0.80688,0.4834,0.48511,1.047,0.93341,0.67339,0.93599,63.16,40.455,10,8,7,10,10,8,9,-0.71092,0.033952,-1.0172,3.1529,2.6608,2.5288,2.3184,1.8329,2.1523,1.5025,1.2039,1.0513,1.1293,1.2647,-14.207,1.9817,-19.947,64.744,54.633,51.416,47.982,1.8902,3.1707,2.1037,6.8625,5.6237,6.0781,5.0615,6,6,6,6,7,6,6,0.69063,-0.38455,0.46384,1.0053,0.83278,0.6951,0.88121,65.873,-12.028,0.19989,0.27557,0.28392,0.14452,0.21261,0.18132,0.18346,17.2,30.569,23.73,-13.11,15.562,34.227,28.499,23.48,30.037,2240.8,-410.39,1.0745,0.015869,0.80298,1.2582,1.1664,0.97742,1.212,89.701,33.789,9,5,8,7,7,8,8,-1.4945,8.361,-4.095,13.661,10.988,11.821,10.072,7.5744,8.2632,9.939,11.089,8.6712,10.582,8.399,-35.793,211.29,-101.23,345.46,279.92,297.17,254.03,6.3567,27.591,6.7378,38.969,30.392,36.92,28.306,6,9,4,7,8,7,4,0
-0.48888,-0.81497,0.64156,1.3203,1.1063,1.1906,0.86576,-5.699,-34.539,0.6463,0.83394,0.53656,0.97478,0.88064,0.78969,0.77554,35.443,52.276,-9.4418,-16.116,12.452,25.575,21.392,23.058,16.798,-94.307,-687.06,-0.042969,0.46582,2.2314,4.9631,4.4331,3.8326,3.863,75.853,75.934,7,4,3,4,7,4,4,12.634,-35.471,12.142,88.52,79.648,76.928,50.7,51.59,70.757,48.754,57.025,48.286,49.951,50.857,110.4,-423.24,107,1046.3,950.9,913.58,575.87,109.28,72.485,117.76,184.46,149.96,152.21,156.28,3,4,3,3,3,4,3,0.93858,0.085833,0.18525,1.0158,0.95297,0.34719,1.0024,80.948,9.9031,0.24236,0.13894,0.30748,0.23132,0.23746,0.16681,0.23572,6.2822,14.238,10.355,0.991,1.9415,11.19,10.514,3.7952,11.043,890.94,108.93,1.257,0.214,0.585,1.2948,1.2659,0.61824,1.2789,89.566,28.389,2,2,1,3,2,2,3,8.8085,-25.805,12.393,81.195,65.06,78.699,42.944,27.283,83.441,51.746,66.642,63.763,63.501,41.7,191.37,-540.03,283.2,1860.8,1479.7,1803.3,998.75,96.646,109.51,131.22,304.69,277.78,288.95,158.15,3,5,4,5,6,5,4,2
-0.90664,-0.26681,0.021555,0.95043,0.94708,0.27936,0.91013,-73.542,-16.095,0.055568,0.059164,0.077792,0.051419,0.051776,0.05429,0.055388,3.8589,3.9393,-27.194,-8.0127,0.66663,28.507,28.409,8.3799,27.297,-2205.5,-483.85,-0.70947,-0.16919,0.13525,1.0479,1.0467,0.45894,1.0015,-63.399,-10.023,10,8,9,10,10,8,10,-9.9895,-10.504,15.957,26.358,17.877,21.622,23.028,12.941,7.1029,14.226,13.229,10.059,11.977,13.5,-140.55,-166.32,260.64,391.19,255.96,336.95,339.53,9.8171,4.6189,37.134,48.652,47.921,44.461,48.432,3,4,1,2,3,2,2,-0.85667,0.43942,0.045667,1.0338,0.98943,0.53572,0.91218,-60.514,31.041,0.18355,0.19302,0.31353,0.12982,0.11922,0.1881,0.16475,17.323,12.954,-9.373,4.859,0.6645,11.382,10.876,5.9565,10.01,-661.26,345.35,-0.542,0.884,0.58,1.2677,1.2675,1.0573,1.2121,-15.468,63.056,2,2,2,3,3,3,3,-5.9121,-2.4695,43.359,140.08,109.35,133.34,82.712,44.359,138.88,89.931,104.27,93.925,103.88,70.106,-183.66,-208.5,988.87,3182,2453.6,3025.6,1914.3,74.146,314.45,233.35,360.16,323.07,359.02,241.55,3,3,3,4,4,4,5,2
