acc_mean_x_right,acc_mean_y_right,acc_mean_z_right,acc_mean_xyz_right,acc_mean_xy_right,acc_mean_yz_right,acc_mean_zx_right,acc_mean_pitch_right,acc_mean_roll_right,acc_std_x_right,acc_std_y_right,acc_std_z_right,acc_std_xyz_right,acc_std_xy_right,acc_std_yz_right,acc_std_zx_right,acc_std_pitch_right,acc_std_roll_right,acc_auc_x_right,acc_auc_y_right,acc_auc_z_right,acc_auc_xyz_right,acc_auc_xy_right,acc_auc_yz_right,acc_auc_zx_right,acc_auc_pitch_right,acc_auc_roll_right,acc_max_x_right,acc_max_y_right,acc_max_z_right,acc_max_xyz_right,acc_max_xy_right,acc_max_yz_right,acc_max_zx_right,acc_max_pitch_right,acc_max_roll_right,acc_peak_x_right,acc_peak_y_right,acc_peak_z_right,acc_peak_xyz_right,acc_peak_xy_right,acc_peak_yz_right,acc_peak_zx_right,gyro_mean_x_right,gyro_mean_y_right,gyro_mean_z_right,gyro_mean_xyz_right,gyro_mean_xy_right,gyro_mean_yz_right,gyro_mean_zx_right,gyro_std_x_right,gyro_std_y_right,gyro_std_z_right,gyro_std_xyz_right,gyro_std_xy_right,gyro_std_yz_right,gyro_std_zx_right,gyro_auc_x_right,gyro_auc_y_right,gyro_auc_z_right,gyro_auc_xyz_right,gyro_auc_xy_right,gyro_auc_yz_right,gyro_auc_zx_right,gyro_max_x_right,gyro_max_y_right,gyro_max_z_right,gyro_max_xyz_right,gyro_max_xy_right,gyro_max_yz_right,gyro_max_zx_right,gyro_peak_x_right,gyro_peak_y_right,gyro_peak_z_right,gyro_peak_xyz_right,gyro_peak_xy_right,gyro_peak_yz_right,gyro_peak_zx_right,acc_mean_x_left,acc_mean_y_left,acc_mean_z_left,acc_mean_xyz_left,acc_mean_xy_left,acc_mean_yz_left,acc_mean_zx_left,acc_mean_pitch_left,acc_mean_roll_left,acc_std_x_left,acc_std_y_left,acc_std_z_left,acc_std_xyz_left,acc_std_xy_left,acc_std_yz_left,acc_std_zx_left,acc_std_pitch_left,acc_std_roll_left,acc_auc_x_left,acc_auc_y_left,acc_auc_z_left,acc_auc_xyz_left,acc_auc_xy_left,acc_auc_yz_left,acc_auc_zx_left,acc_auc_pitch_left,acc_auc_roll_left,acc_max_x_left,acc_max_y_left,acc_max_z_left,acc_max_xyz_left,acc_max_xy_left,acc_max_yz_left,acc_max_zx_left,acc_max_pitch_left,acc_max_roll_left,acc_peak_x_left,acc_peak_y_left,acc_peak_z_left,acc_peak_xyz_left,acc_peak_xy_left,acc_peak_yz_left,acc_peak_zx_left,gyro_mean_x_left,gyro_mean_y_left,gyro_mean_z_left,gyro_mean_xyz_left,gyro_mean_xy_left,gyro_mean_yz_left,gyro_mean_zx_left,gyro_std_x_left,gyro_std_y_left,gyro_std_z_left,gyro_std_xyz_left,gyro_std_xy_left,gyro_std_yz_left,gyro_std_zx_left,gyro_auc_x_left,gyro_auc_y_left,gyro_auc_z_left,gyro_auc_xyz_left,gyro_auc_xy_left,gyro_auc_yz_left,gyro_auc_zx_left,gyro_max_x_left,gyro_max_y_left,gyro_max_z_left,gyro_max_xyz_left,gyro_max_xy_left,gyro_max_yz_left,gyro_max_zx_left,gyro_peak_x_left,gyro_peak_y_left,gyro_peak_z_left,gyro_peak_xyz_left,gyro_peak_xy_left,gyro_peak_yz_left,gyro_peak_zx_left,class
0.66242,0.65048,0.44101,1.0713,0.96533,0.79814,0.8239,51.501,49.511,0.21136,0.19605,0.16321,0.119,0.099165,0.2115,0.15369,12.491,15.259,14.114,13.503,9.144,22.475,20.297,16.577,17.396,1091,1025.6,1.0366,0.93359,0.76367,1.2654,1.1278,1.1892,1.17,75.13,76.275,7,4,5,7,6,4,7,22.264,-7.1472,33.709,73.275,60.345,60.554,53.75,40.294,47.296,31.37,29.578,22.971,23.469,35.41,276.89,-55.198,461.65,955.62,779.53,791.49,711.75,73.643,76.311,79.436,111.95,89.585,90.85,107.76,2,4,2,1,3,3,2,0.34516,-0.48243,0.69955,1.003,0.69041,0.89396,0.83203,51.036,-32.482,0.24299,0.32986,0.28155,0.27647,0.19647,0.32904,0.22703,16.648,35.76,9.6526,-13.792,19.706,28.265,19.453,25.184,23.446,1428.3,-940.28,0.87061,0.37866,1.197,1.4534,0.97087,1.4067,1.2451,76.422,78.894,7,8,9,8,7,8,8,-47.085,32.919,20.624,241.41,204.7,199.21,180.04,134.81,183.38,140.09,119.98,106.99,115.52,81.696,-980.53,809.58,506.7,5397.9,4563.2,4469.6,4028.3,184.86,308.99,260.41,445.64,429.4,385.33,340.99,2,2,4,4,3,4,2,2
-0.55833,-0.78743,0.20826,1.0111,0.97368,0.83134,0.62641,-31.132,-54.174,0.15929,0.12456,0.18558,0.16274,0.15504,0.14591,0.14575,11.669,8.5554,-16.242,-22.723,5.7985,29.194,28.174,23.926,18.093,-916.45,-1568.2,-0.067627,-0.45215,0.6438,1.3567,1.3538,1.2017,0.85213,-1.5085,-34.904,7,6,6,7,8,5,8,-22.154,22.62,8.736,49.302,42.037,36.185,40.899,45.283,31.813,30.887,51.073,47.604,34.851,43.045,-498.52,522.03,220.33,1159.6,980.41,857.12,964.38,40.61,94.817,72.622,154.66,154.43,98.422,125.12,3,6,3,5,4,6,4,-0.75867,0.7465,0.093833,1.1783,1.0757,0.87712,0.90644,-36.05,48.241,0.16606,0.22904,0.51461,0.2753,0.23149,0.30907,0.18323,26.11,10.505,-8.2435,8.324,1.346,13.041,11.839,9.843,9.9812,-380.02,540.52,-0.534,1.199,1.169,1.7829,1.349,1.6746,1.3195,40.568,73.265,3,2,3,2,2,2,3,34.035,-24.375,27.419,179.1,172.36,150.05,81.045,83.909,175.83,44.56,95.307,93.744,103.99,64.541,816.95,-269.76,563.35,3948.5,3807.9,3263.3,1808.1,188.78,279.33,150.37,403.32,401.43,393.04,189.69,4,2,5,3,3,3,6,2
-0.41832,0.31505,0.76761,1.0372,0.58213,0.90418,0.93959,-16.869,38.54,0.31696,0.32959,0.24578,0.22749,0.3779,0.19152,0.19806,37.492,39.286,-16.68,12.339,29.636,40.346,23.002,35.029,36.509,-727.64,1471.8,0.073242,1.0432,1.2405,1.9389,1.6892,1.4121,1.6343,77.453,83.373,10,8,8,9,11,7,8,8.7652,15.212,-3.2221,107.66,78.687,100.48,72.848,40.404,81.302,74.215,45.213,46.181,43.421,41.473,255.9,430.79,-45.877,2787.3,2013.7,2594.9,1920,95.046,145.26,147.55,181.84,164.77,176.73,150.56,6,6,2,6,6,6,4,-0.74495,-0.26794,0.39414,1.0423,0.80821,0.60627,0.99877,-59.321,-3.1444,0.36075,0.1504,0.47473,0.24713,0.35383,0.31892,0.23725,21.111,13.064,-17.892,-6.3218,9.4818,24.942,19.372,14.433,23.919,-1440.3,-68.765,-0.24536,-0.010254,0.92627,1.4388,1.4323,0.98121,1.436,-17.391,19.612,4,4,5,6,5,7,5,-16.68,-26.49,16.153,45.606,40.006,39.677,29.05,19.028,25.851,11.024,16.026,19.195,11.721,12.591,-258.06,-433.16,252.23,685.12,596.51,591.38,451.22,12.226,51.768,31.905,72.352,72.221,61.283,47.867,3,3,3,2,2,3,2,2
-0.39711,-0.53624,-0.56263,1.06,0.69973,0.93807,0.89847,-4.6373,-45.202,0.25403,0.21731,0.55179,0.20384,0.25652,0.25686,0.15527,38.511,21.643,-11.083,-15.288,-15.973,29.849,19.692,26.534,25.231,-101.04,-1287.2,-0.034912,-0.00073242,0.6814,1.4127,1.1496,1.3036,1.1241,38.182,3.7713,9,6,7,8,8,7,9,46.034,-105.31,-13.142,120.71,117.74,110.28,52.84,53.214,115.98,27.848,125.77,124.9,115.28,55.545,1100.3,-2520.2,-313.62,2874.8,2805.6,2625,1258.3,147.2,12.424,31.646,334.03,330.46,309.33,160.35,4,6,4,6,5,6,4,-0.53358,0.52458,0.5535,1.0483,0.85304,0.80348,0.85337,-32.788,47.333,0.29275,0.33628,0.37256,0.28938,0.12555,0.42666,0.27361,48.56,26.43,-5.725,6.0535,6.1705,11.682,9.4931,9.1078,9.389,-328.94,538.41,0.107,0.943,1.46,1.7413,1.0826,1.7381,1.4639,65.991,84.779,3,3,3,3,3,3,3,-15.724,22.813,20.897,124.91,114.41,98.288,83.197,81.028,108.31,47.479,74.339,73.739,70.022,48.07,-275.58,445.18,442.59,2838.5,2598.7,2237.6,1879,126.89,231.22,93.537,260.44,246.34,240.17,194.09,2,5,4,3,4,5,3,5
-0.87083,-0.10053,-0.47505,0.99854,0.87727,0.487,0.99286,-83.239,6.4386,0.042731,0.035262,0.062499,0.062465,0.043197,0.060894,0.062566,2.3555,4.7245,-21.733,-2.5533,-11.747,24.867,21.896,12.051,24.722,-2078.3,150.97,-0.71167,-0.0053711,-0.35034,1.1744,0.95558,0.68264,1.1743,-80.628,24.719,7,5,8,6,6,7,6,14.843,-0.74834,9.4034,20.007,17.393,10.226,19.547,9.258,3.9487,4.2251,4.8833,3.9723,4.136,5.1709,326.71,-20.755,188.17,412.55,362.7,205.72,402.78,23.277,8.7652,23.902,31.176,23.602,24.216,30.933,6,6,3,4,6,3,4,-0.82025,-0.043167,-0.58033,1.0063,0.82166,0.58243,1.0051,-86.938,15.873,0.012425,0.022839,0.026949,0.014608,0.013211,0.024864,0.015271,1.615,2.9452,-9.027,-0.456,-6.4195,11.091,9.0412,6.4403,11.079,-957.7,178.02,-0.802,-0.021,-0.506,1.021,0.85235,0.60567,1.0176,-83.598,18.534,2,1,2,4,3,3,4,5.323,-3.4553,2.0799,11.446,10.245,8.2849,7.8094,4.6563,8.036,4.8079,4.4318,4.3686,5.771,3.9218,140.09,-96.951,48.017,298.48,271.37,214.34,201.06,12.5,9.451,14.329,23.633,22.766,23.435,14.567,2,9,3,5,5,8,3,1
0.97316,0.67155,-0.029499,1.2761,1.2236,0.74969,1.0506,57.994,38.348,0.36507,0.31654,0.36916,0.3632,0.36174,0.34978,0.32897,12.438,16.736,27.215,18.103,-0.6781,35.193,33.749,20.273,29.309,1634,1055.4,1.7571,1.7041,0.63696,2.038,1.9882,1.8414,1.8132,80.63,69.603,7,7,8,7,8,6,9,22.603,-99.712,-33.254,149.8,128.82,130.57,83.451,40.921,102.69,76.92,81.087,75.456,100.43,43.701,384.27,-1616.1,-535.97,2329.8,2061.5,2004.6,1247.9,80.701,45.107,139.31,284.85,254.44,283.63,199.76,3,3,2,2,3,2,2,0.39551,-0.45784,0.65101,1.0179,0.70626,0.86638,0.84812,53.475,-25.901,0.27079,0.32058,0.38436,0.26561,0.19884,0.36052,0.27931,20.742,42.343,13.612,-15.984,22.982,35.667,24.618,30.442,29.717,1869.4,-910.43,0.97485,0.28931,1.4958,1.7463,0.98373,1.741,1.502,86.928,65.685,8,7,6,7,5,6,6,15.156,-15.311,10.568,84.997,77.944,77.495,38.419,29.121,92.142,26.639,56.067,59.256,57.644,19.478,343.15,-478.47,264.65,2196.8,2008.8,2024.1,967.22,68.765,246.28,55.488,254.59,252.89,248.02,70.716,4,5,4,5,5,6,6,2
0.71478,0.36327,0.53901,1.0532,0.8277,0.67678,0.98405,63.51,40.525,0.39975,0.12649,0.22763,0.21006,0.36298,0.17532,0.19352,11.158,16.356,16.721,8.412,12.326,24.257,19.274,15.484,22.66,1480.4,920.96,1.3081,0.56787,1.0247,1.4926,1.4098,1.1138,1.3803,75.222,82.238,3,5,4,4,3,5,4,-21.998,62.294,15.726,82.269,76.499,77.306,37.662,15.567,54.598,34.047,45.519,40.364,46.472,25.792,-315.37,896.93,238.16,1192,1105.5,1122,550.15,2.1799,155.44,84.695,165.27,161.1,159.76,86.166,2,3,3,3,4,3,2,0.60711,-0.64637,0.42506,1.0451,0.93381,0.78278,0.80397,49.348,-44.48,0.28041,0.14612,0.19212,0.086986,0.10721,0.20862,0.12323,12.116,19.992,18.257,-19.382,12.893,31.36,28.006,23.512,24.145,1484,-1326.8,0.95483,-0.36914,0.68872,1.2719,1.0773,1.0956,0.9559,67.073,-17.365,8,9,8,9,9,10,9,-0.39916,-1.2376,-1.923,9.5789,7.9024,5.0186,9.3673,8.8712,1.3264,4.8452,3.7745,4.167,2.124,3.8806,-2.5838,-34.39,-56.242,243.91,202.9,129.06,238.27,9.8476,1.753,10.686,19.374,19.011,10.829,19.373,4,4,3,5,5,4,5,2
-0.83628,0.4102,-0.11361,1.1016,0.9781,0.68054,0.97411,-59.098,36.849,0.22321,0.27561,0.49791,0.17667,0.18489,0.18399,0.23311,19.078,13.348,-29.17,14.507,-4.3125,38.573,34.215,23.963,34.044,-2051.2,1307.7,-0.43213,0.81348,0.72046,1.5387,1.3104,1.0813,1.4675,-21.197,59.706,7,6,7,10,9,9,9,12.82,14.251,-31.243,136.66,124.75,132.81,49.661,34.694,143.76,33.67,70.359,77.724,68.224,30.924,318.67,424.6,-759.6,3324,3049.1,3228.6,1195.7,99.207,261.16,31.723,264.28,261.19,261.95,123.59,4,2,5,3,3,3,4,-0.58315,-0.45644,0.37351,1.0757,0.8498,0.75013,0.90824,-29.665,-35.092,0.48154,0.35446,0.45567,0.28223,0.42163,0.33319,0.28685,46.943,35.065,-17.105,-13.342,10.808,31.354,24.855,21.87,26.399,-875.34,-1001.1,0.12109,0.086426,0.96948,1.7683,1.7559,1.3735,1.5369,54.968,50.107,8,5,9,6,5,9,7,13.498,-4.7287,37.585,66.138,34.689,62.147,58.78,16.458,34.223,47.385,27.082,19.286,28.566,22.87,192.71,-14.345,488.32,893.85,457.75,837.88,801.48,35.777,60.488,101.97,125.57,75.682,125.02,102.63,2,5,3,2,4,3,3,2
-0.32867,0.29094,0.86598,1.0165,0.48728,0.93493,0.95434,-10.256,54.818,0.2324,0.23344,0.29533,0.32056,0.25026,0.31817,0.29518,49.044,23.12,-13.483,11.861,35.766,41.918,19.983,38.56,39.397,-405.66,2244.8,0.11133,0.92627,1.7554,2.1166,1.1827,1.9086,1.9796,79.484,87.565,5,5,8,9,5,8,9,-7.1107,-21.202,-0.048454,73.662,68.561,66.274,37.294,34.685,72.428,26.609,45.26,45.747,43.188,22.829,-209.3,-620.96,-25.404,2022.5,1887.8,1818.2,1016.5,60.915,155.14,53.78,157.15,155.61,156.69,92.046,5,5,3,6,6,6,7,-0.84051,-0.38811,0.32061,0.98366,0.92891,0.50536,0.90093,-64.052,-19.708,0.050867,0.075039,0.041405,0.043942,0.047101,0.072869,0.042082,5.3573,4.6073,-22.691,-10.524,8.6757,26.582,25.099,13.693,24.329,-1726.4,-534.42,-0.71875,-0.27148,0.42773,1.061,1.0081,0.66694,0.96741,-53.246,-11.621,7,5,7,7,7,4,5,-23.63,5.9981,2.6741,35.294,32.933,21.948,26.739,14.451,26.728,8.6201,17.82,20.144,18.048,11.199,-443.22,77.668,51.098,627.52,584.56,375.66,497.61,2.0884,73.963,19.085,74.549,74.039,74.474,47.091,2,4,3,1,1,4,2,3
0.59745,0.48089,0.65219,1.0331,0.78285,0.81509,0.9113,58.899,51.406,0.19994,0.058726,0.13067,0.064408,0.13262,0.1113,0.081126,5.928,10.564,12.62,10.161,13.603,21.658,16.503,17.076,19.066,1235.5,1075.7,0.91748,0.59937,0.91431,1.1731,1.0959,1.0283,1.0448,69.373,73,7,5,2,7,6,4,6,-13.403,3.939,-26.294,46.844,34.771,42.298,32.388,13.031,40.433,19.54,28.021,26.802,29.276,18.999,-175.21,74.436,-366.5,659.79,491.51,601.42,445.98,19.466,48.765,-1.0366,123.75,120.67,122.21,68.155,2,4,2,2,4,3,1,0.47169,-0.43101,0.64802,1.0357,0.76769,0.85511,0.86351,49.826,-11.673,0.38979,0.42076,0.29912,0.40954,0.37848,0.37118,0.36817,37.293,41.383,18.679,-17.049,25.394,40.764,30.342,33.576,33.969,1954.4,-476.29,1.1689,0.25122,1.5681,2.6649,2.1547,2.3948,1.9559,89.732,69.143,10,8,11,12,12,10,12,-9.7988,-1.7569,-9.4146,23.649,18.633,19.261,17.81,11.752,13.361,16.031,13.51,7.4476,11.897,15.987,-191.64,-34.787,-189.17,454.87,354.77,367.89,350.97,8.8567,20.412,10.518,59.262,38.13,45.687,59.014,2,6,2,4,5,4,2,0
-0.52584,-0.44584,0.53128,1.2862,0.95734,0.96064,1.0864,-6.968,-18.58,0.77954,0.55103,0.61665,0.60123,0.67362,0.47512,0.58603,52.424,42.936,-13.933,-11.82,14.859,34.31,25.215,25.392,29.438,-177.07,-518.47,0.54224,0.70483,1.3254,3.513,3.5053,2.116,3.5125,75.244,56.178,7,7,8,8,7,7,9,-1.3736,5.7365,-22.053,120.94,113.79,87.897,77.345,90.981,102.06,28.262,67.851,71.163,60.066,57.246,34.901,-56.669,-395.43,2117.5,1985.3,1500.3,1399.4,242.16,171.81,70.823,254.56,254.56,208.27,242.17,3,3,5,5,4,4,5,0.48242,-0.2395,0.75092,1.2211,0.85971,0.96658,1.0601,48.686,22.742,0.55405,0.61658,0.55157,0.54447,0.4442,0.58558,0.50423,41.121,38.231,5.4085,-2.9295,8.3445,13.839,9.8568,10.898,11.94,523.02,233.28,1.602,0.903,1.769,2.4314,1.6681,2.3573,1.8667,86.219,66.474,3,3,2,4,4,3,3,-5.3531,-6.0137,-23.178,189.96,133.03,154.17,163.07,120.31,104.46,155.98,112.66,83.596,105.07,107.93,-189.3,-157.14,-564.36,4491,3127.4,3681.5,3847.3,149.27,219.21,272.26,365.94,292.14,349.21,363.67,4,6,3,6,6,6,6,2
0.4772,0.53736,0.76186,1.2212,0.87114,0.99068,1.0581,42.531,57.188,0.55935,0.33301,0.40903,0.42844,0.41627,0.40273,0.39801,38.718,19.62,14.046,16.257,22.953,36.709,26.104,29.841,31.791,1255.5,1722.2,1.7058,1.3401,1.8057,2.7159,2.0288,2.2486,2.3623,86.533,82.405,9,9,8,9,11,9,7,16.392,10.284,-11.276,178.8,157.31,171.14,80.711,52.034,188.59,77.213,106.48,113.11,105.6,47.675,343.32,370.24,-251.4,3968.7,3480.1,3796.6,1811.8,106.22,401.13,135.34,407.89,405.48,403.63,173.67,5,6,3,6,6,5,6,0.97642,-0.33454,-0.0015055,1.2729,1.1382,0.65348,1.175,69.288,-6.3546,0.42714,0.38559,0.65637,0.43333,0.30499,0.50351,0.41402,8.3597,28.156,28.247,-9.5966,0.23694,36.915,32.91,18.954,34.164,2012.2,-172.04,1.6685,0.34277,2.5811,2.6805,1.8562,2.5856,2.6761,89.577,81.18,7,7,8,8,7,6,8,36.196,41.154,22.643,199.08,167.75,170.72,125.18,89.653,150.53,101.56,57.05,66.473,69.37,62.253,876.83,968.01,505.14,4365.9,3646.4,3726.3,2822.6,146.02,266.74,209.25,311.65,267.01,305.86,217.63,5,5,3,4,4,4,5,4
-0.38153,-0.84824,0.29973,1.2697,1.1385,1.0816,0.73549,-26.537,-38.031,0.43821,0.78788,0.49339,0.61402,0.60603,0.70115,0.34603,43.996,38.948,-11.337,-25.649,8.8384,38.356,34.422,32.681,22.132,-788.68,-1139.1,0.82104,0.16602,1.2908,2.7451,2.703,2.7397,1.39,62.554,28.594,8,3,5,9,8,7,8,16.18,-29.678,0.22807,130.24,127.96,99.154,82.663,92.113,111.67,22.788,70.865,71.504,60.661,46.582,404.61,-667.83,19.268,3253.5,3196,2472.4,2067.9,181.81,157.55,38.979,269.07,266.44,210.71,185.64,3,7,5,8,6,8,5,-0.70908,0.68767,0.19667,1.1286,1.032,0.82693,0.85696,-38.886,48.511,0.32905,0.30458,0.41712,0.30328,0.3219,0.28079,0.26801,25.566,17.421,-7.776,7.711,2.3215,12.481,11.461,9.1706,9.3762,-420.87,536.61,-0.241,1.327,0.712,2.0038,1.9319,1.4297,1.5014,12.188,75.772,3,2,3,4,2,2,3,17.584,39.982,7.9064,128.78,121.4,108.41,65.611,70.375,121.9,41.892,79.485,80.157,77.997,51.023,387.68,983.29,181,3047.6,2871.4,2576.5,1539,145.67,308.96,123.96,325.77,324.91,309.86,160.73,5,3,4,5,5,5,4,2
0.60379,0.39235,0.68544,1.0498,0.75686,0.82544,0.94349,63.827,48.643,0.26293,0.24966,0.18206,0.21593,0.27409,0.18911,0.21081,13.732,13.218,15.974,10.002,18.659,27.874,19.778,21.992,25.291,1739.1,1305.5,1.4763,0.99609,1.1772,1.8465,1.7809,1.178,1.5548,85.382,78.673,8,4,8,6,8,6,7,10.935,41.429,7.7384,97.371,83.427,91.893,48.455,29.891,99.597,42.5,68.358,73.789,68.848,20.689,209.3,941.65,174.6,2074.9,1783.3,1972.1,1008.1,73.415,274.19,72.759,286.79,284.51,276.56,84.074,3,4,4,7,6,7,4,0.69516,-0.51394,0.37909,1.0684,0.91064,0.72785,0.91907,57.64,-30.626,0.35919,0.19378,0.40436,0.26649,0.28611,0.27376,0.25938,15.271,20.954,20.078,-14.919,10.806,30.921,26.35,21.077,26.582,1668.5,-894.5,1.5088,-0.29199,1.1362,1.6901,1.6812,1.5506,1.5187,73.277,-3.8662,5,7,8,8,6,8,7,4.6287,-55.61,-2.3214,81.446,77.597,78.688,23.792,17.671,132.39,27.967,122.38,121.75,122.88,23.134,144.36,-1418.7,-11.128,2079.7,1979.3,2003.2,609.62,53.841,54.238,49.741,433.22,429.86,433.1,95.808,7,6,5,4,6,5,6,2
0.97655,0.31138,-0.20538,1.2241,1.125,0.66576,1.088,67.368,22.631,0.27668,0.53889,0.41615,0.34847,0.38083,0.38687,0.23624,10.825,26.224,30.087,9.8276,-6.3575,37.951,34.8,20.961,33.632,2078.1,715.51,1.5737,1.7407,0.87988,2.3211,2.2386,1.7802,1.7626,84.679,67.88,9,7,8,10,10,9,9,-13.536,-8.1277,6.1705,85.658,82.266,51.862,64.587,80.326,55.852,20.974,51.392,52.508,29.263,52.558,-252.63,-173.91,144.18,1906.9,1830.6,1173.1,1424.9,157.21,111.08,38.994,195.77,191.85,117.73,163.87,4,6,4,5,5,6,6,0.81,-0.020775,-0.51345,1.1046,0.86512,0.56522,1.0837,72.814,9.7374,0.4771,0.18251,0.37916,0.31196,0.4084,0.34686,0.33237,30.186,31.4,33.246,-0.93872,-21.289,45.562,35.556,23.44,44.688,2974.2,396.96,1.9131,0.2561,0.22217,1.9215,1.9139,1.7006,1.9207,89.742,61.952,7,9,6,8,7,6,8,-21.37,39.068,-15.998,149.45,134.52,123.89,96.296,92.503,135.22,79.935,111.18,100.55,102.89,77.826,-669.43,978.29,-482.56,3895.8,3502.2,3241,2494.6,158.4,470.69,160.49,499.95,473.49,497.29,237.65,4,6,5,6,7,7,6,2
-0.27702,0.85829,0.49017,1.0806,0.93159,1.0157,0.63764,-2.4117,71.368,0.22768,0.13022,0.26547,0.14578,0.11136,0.17519,0.17187,22.006,10.264,-7.9537,23.931,13.741,30.249,26.044,28.38,17.998,-79.399,1987.1,0.38525,1.2813,0.98608,1.4047,1.2834,1.4027,1.0587,54.601,87.453,8,9,8,8,6,8,8,16.026,-29.4,-5.0068,57.777,55.507,48.97,29.173,23.073,45.907,13.898,22.631,23.764,26.518,11.083,277.65,-520.7,-100.34,972.01,932.39,821.77,491.88,40.168,49.909,19.924,105.99,105.98,100.76,48.312,6,4,4,4,4,4,7,0.58869,-0.43059,0.66431,1.02,0.73865,0.81996,0.90932,60.894,-13.124,0.14727,0.13499,0.20574,0.11444,0.16082,0.11644,0.15441,8.6887,20.106,19.288,-14.265,21.863,33.555,24.295,27.041,29.861,2002.5,-450.87,1.0261,-0.24634,1.0205,1.3836,1.1646,1.0708,1.2693,73.996,29.537,10,8,8,9,10,7,9,23.99,9.7526,19.949,137.62,101.74,119.58,104.33,64.468,89.672,90.242,40.249,45.335,41.491,43.782,524.2,280.01,556.95,2891.8,2172.1,2495.4,2176.6,119.21,162.58,150.37,208.51,164.39,208.48,186.19,5,6,4,4,4,6,5,3
0.30728,0.44112,0.84612,1.0026,0.53769,0.95424,0.90025,54.697,65.079,0.011526,0.0067203,0.0078281,0.0061351,0.0082994,0.0054495,0.0082985,0.65704,0.58898,9.5226,13.673,26.227,31.076,16.666,29.579,27.905,1695.4,2017.5,0.33594,0.45337,0.86206,1.0151,0.55483,0.96191,0.91821,56.103,66.418,10,12,13,10,10,10,11,0.12449,0.56021,-0.99911,1.69,1.3195,1.3254,1.4335,1.101,0.67615,0.57016,0.63197,0.4431,0.56422,0.67143,3.5213,12.561,-23.247,39.269,30.63,30.645,33.47,1.6463,1.5396,-0.30488,2.9319,2.0929,2.5228,2.9107,6,9,7,7,8,7,7,0.50233,-0.57826,0.62706,0.99001,0.76604,0.85305,0.80352,51.603,-37.157,0.0093285,0.006353,0.0095378,0.0044904,0.0059004,0.0057858,0.0084713,0.57717,1.1839,20.601,-23.705,25.7,40.585,31.409,34.966,32.941,2115.8,-1523.1,0.52222,-0.56592,0.64819,1.001,0.77731,0.86612,0.81792,52.799,-34.57,13,13,12,14,15,13,11,-0.5417,0.93532,1.4318,3.726,3.033,2.332,3.4701,3.3266,1.2834,1.7664,2.1851,2.0942,1.4701,2.0322,-10.427,24.291,37.477,98.329,79.808,61.955,91.475,4.1006,4.4817,5.1677,8.5031,8.1503,5.5852,8.0271,6,8,5,7,7,7,7,0
-0.37584,-0.57771,0.68727,1.0687,0.73937,0.96063,0.83402,-8.6341,-40.91,0.26934,0.32298,0.28772,0.2338,0.31847,0.25345,0.26271,38.379,32.96,-7.3555,-11.12,13.083,20.52,14.25,18.421,15.946,-187.27,-774.97,0.14941,-0.085693,1.2468,1.3784,1.2293,1.3377,1.2508,58.236,21.343,7,2,6,4,7,5,4,-15.635,-26.503,5.6816,61.874,56.332,57.508,31.014,19.761,61.709,29.074,44.445,42.435,43.393,22.315,-180.88,-311.14,61.029,767.2,701.77,714.78,374.65,10.671,60.823,64.284,157.77,144.07,149.47,81.74,5,4,3,3,3,3,2,0.9346,-0.30207,0.0586,1.1375,1.0675,0.57563,1.0071,66.044,-11.629,0.3248,0.42064,0.3827,0.28246,0.30844,0.26424,0.32362,17.326,31.533,13.371,-4.232,0.48,16.062,15.208,7.8734,14.26,928.19,-170.96,1.498,0.382,0.853,1.6207,1.6093,1.0704,1.509,86.813,42.638,5,3,2,4,4,4,4,5.9688,55.388,-35.395,151.52,112.79,147.11,88.828,30.562,127.98,96.522,85.508,85.581,87.787,58.263,151.92,1368.7,-1010.8,3919.1,2884.3,3800.7,2338.5,61.707,357.56,117.19,363.94,358.95,362.57,184.47,3,6,3,6,7,6,4,3
0.85236,0.48148,0.31173,1.0586,0.98353,0.60695,0.93244,61.616,34.413,0.028683,0.096134,0.31861,0.21045,0.027685,0.26468,0.23464,5.7336,8.239,25.575,14.429,9.4189,31.803,29.506,18.26,28.022,1849.6,1033.9,0.90869,0.57275,2.0156,2.1906,1.0216,2.0156,2.1906,89.967,76.174,9,5,7,11,11,7,10,-0.21659,2.7483,1.3662,6.8466,6.3991,6.0781,3.4013,2.7632,6.7824,2.0627,4.3422,4.3403,4.6407,1.3472,-5.7774,62.149,31.639,159.2,148.98,141.37,78.593,4.497,20.808,6.3872,21.656,21.451,21.019,6.442,3,5,4,6,6,6,5,0.7124,-0.42364,-0.20366,1.0731,0.88158,0.7394,0.96032,63.822,-16.382,0.31139,0.22601,0.58869,0.24431,0.23525,0.25066,0.2448,14.09,28.837,25.529,-15.284,-7.2511,38.704,31.697,26.834,34.611,2294.8,-588.04,1.5254,0.083496,0.80176,1.9015,1.6372,1.292,1.8061,87.102,38.956,9,5,5,9,9,6,8,1.9382,2.5926,3.6885,66.191,63.446,63.881,19.644,17.26,83.881,17.701,55.879,56.255,55.971,15.117,60.655,89.39,94.665,1756.6,1686.7,1700.4,507.42,38.216,153.95,29.939,183.27,180.99,180.44,55.254,5,5,4,6,6,5,5,5
